﻿Stedtype;StedID;Stedtekst;Referencer;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Teknisk anvisning;Dataejer;Link;Målested navn;Målested GeoZone;Målested, x-koordinat;Målested, y-koordinat;Prøvetagning;Prøve;Prøvetype;Delprøve;Sedimentlag-fra (cm);Sedimentlag-til (cm);Analysefraktion;CASnr;ScKode;Stofparameter;Resultat-attribut;Resultat;Enhed;Detektionsgrænse LD;Kvantifikationsgrænse LQ;Kvalitetsmærke
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;6;Blandingsprøve;1;30;38;Ej oplyst;;264;Phosphor, Ca-adsorberet; =;0,190000009024516;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7a8b4b64-8f15-45c6-9c78-7b8b5f25367c;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;39;Glødetab, total; =;26;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/613136f4-b66a-4491-9cdb-c24372244bc3;Aktivitetssted;32;694929;6209746;1;6;Blandingsprøve;1;30;50;Ej oplyst;;36;Tørstof,total; =;14,1;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;4;Blandingsprøve;1;10;20;Ej oplyst;;280;Calcium; =;57,0000027073547;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;6;Blandingsprøve;1;30;50;Ej oplyst;;261;Phosphor, total-P; =;0,577000027406029;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;10;Ej oplyst;;36;Tørstof,total; =;11,9;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;1;Blandingsprøve;1;0;2;Ej oplyst;;264;Phosphor, Ca-adsorberet; =;0,223000010591932;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;2;Blandingsprøve;1;2;5;Ej oplyst;;264;Phosphor, Ca-adsorberet; =;0,178000008454546;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;8;Ej oplyst;;39;Glødetab, total; =;1,08000001609325;pct TS;9999999;;1
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7a8b4b64-8f15-45c6-9c78-7b8b5f25367c;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;39;Glødetab, total; =;34;pct TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;5;Blandingsprøve;1;20;30;Ej oplyst;;312;Jern; =;7,29000034625642;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;6;Blandingsprøve;1;30;48;Ej oplyst;;312;Jern; =;4,70000022323802;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;4;Blandingsprøve;1;10;20;Ej oplyst;;261;Phosphor, total-P; =;0,577000027406029;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7d157e1d-8fe8-4773-81a5-48b803b6e9ec;Aktivitetssted;32;692735;6209960;1;5;Blandingsprøve;1;20;30;Ej oplyst;;39;Glødetab, total; =;22,8;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5a2cc418-087b-4905-8650-dca9072d28dd;Aktivitetssted;32;694929;6209746;1;6;Blandingsprøve;1;30;39;Ej oplyst;;39;Glødetab, total; =;24,6;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;39;Glødetab, total; =;30,6;pct TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;1;Blandingsprøve;1;0;2;Ej oplyst;;39;Glødetab, total; =;26,4;pct TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;5;Blandingsprøve;1;20;30;Ej oplyst;;312;Jern; =;14,7000006982125;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;39;Glødetab, total; =;7,53000011220574;pct TS;9999999;;1
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;4;Blandingsprøve;1;10;20;Ej oplyst;;36;Tørstof,total; =;6,1;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;4;Blandingsprøve;1;10;20;Ej oplyst;;39;Glødetab, total; =;34;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;36;Tørstof,total; =;18,1;pct VV;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;6;Blandingsprøve;1;30;41;Ej oplyst;;36;Tørstof,total; =;13;pct VV;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;280;Calcium; =;20,000000949949;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;3;Blandingsprøve;1;5;10;Ej oplyst;;36;Tørstof,total; =;4,2;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;261;Phosphor, total-P; =;2,20000010449439;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;1138;Adsorberet P; =;0,0280000013299286;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/3d96bdf7-4c02-46b7-95c2-b0a492355762;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;8;Ej oplyst;;263;Phosphor, Fe-adsorberet; =;0,0100000004749745;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;5;Blandingsprøve;1;20;30;Ej oplyst;;253;Nitrogen,total N; =;14,8000007029623;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;263;Phosphor, Fe-adsorberet; =;0,0740000035148114;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7d157e1d-8fe8-4773-81a5-48b803b6e9ec;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;36;Tørstof,total; =;5,49;pct VV;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;5;Blandingsprøve;1;20;30;Ej oplyst;;280;Calcium; =;148,000007029623;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ad06c7b4-5524-4ef2-80d6-606d87074051;Aktivitetssted;32;695956;6208568;1;6;Blandingsprøve;1;30;48;Ej oplyst;;36;Tørstof,total; =;14,3;pct VV;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;4;Blandingsprøve;1;10;20;Ej oplyst;;312;Jern; =;11,4000005414709;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;2;Blandingsprøve;1;2;5;Ej oplyst;;312;Jern; =;9,48000045027584;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a9e6988d-37ab-4237-b542-d2fc5f942333;Aktivitetssted;32;694929;6209746;1;2;Blandingsprøve;1;2;5;Ej oplyst;;261;Phosphor, total-P; =;1,70000008074567;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;4;Blandingsprøve;1;10;20;Ej oplyst;;36;Tørstof,total; =;17,7;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/6f37ad8b-0299-47bb-bceb-a3f7ef3dd5ac;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;36;Tørstof,total; =;2,9;pct VV;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;280;Calcium; =;199,100009456743;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;5;Blandingsprøve;1;20;30;Ej oplyst;;39;Glødetab, total; =;26,2000003904104;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7d157e1d-8fe8-4773-81a5-48b803b6e9ec;Aktivitetssted;32;692735;6209960;1;4;Blandingsprøve;1;10;20;Ej oplyst;;261;Phosphor, total-P; =;1,19000005652197;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/613136f4-b66a-4491-9cdb-c24372244bc3;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;312;Jern; =;7,80000037048012;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;6;Blandingsprøve;1;30;50;Ej oplyst;;312;Jern; =;15,4000007314608;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;4;Blandingsprøve;1;10;20;Ej oplyst;;312;Jern; =;18,6000008834526;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7d157e1d-8fe8-4773-81a5-48b803b6e9ec;Aktivitetssted;32;692735;6209960;1;5;Blandingsprøve;1;20;30;Ej oplyst;;36;Tørstof,total; =;20;pct VV;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/613136f4-b66a-4491-9cdb-c24372244bc3;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;10;Ej oplyst;;36;Tørstof,total; =;6,2;pct VV;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;6;Blandingsprøve;1;30;50;Ej oplyst;;312;Jern; =;15,5000007362105;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;6;Blandingsprøve;1;30;50;Ej oplyst;;312;Jern; =;10,5000004987232;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f2c1f9e1-5e0d-4328-aecb-f67202f09df7;Aktivitetssted;32;695956;6208568;1;1;Blandingsprøve;1;0;2;Ej oplyst;;261;Phosphor, total-P; =;1,50000007124618;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;6;Blandingsprøve;1;30;38;Ej oplyst;;312;Jern; =;18,0000008549541;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;5;Blandingsprøve;1;20;30;Ej oplyst;;261;Phosphor, total-P; =;0,687000032630749;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;5;Blandingsprøve;1;20;30;Ej oplyst;;253;Nitrogen,total N; =;11,8000005604699;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;253;Nitrogen,total N; =;16,6000007884577;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;261;Phosphor, total-P; =;0,602000028593466;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;280;Calcium; =;95,7000045455061;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;3;Blandingsprøve;1;5;10;Ej oplyst;;39;Glødetab, total; =;13,5;pct TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;4;Blandingsprøve;1;10;20;Ej oplyst;;39;Glødetab, total; =;14,4;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fa1c24a4-3113-44bd-977e-1625b5d6d902;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;10;Ej oplyst;;312;Jern; =;11,000000522472;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;4;Blandingsprøve;1;10;20;Ej oplyst;;36;Tørstof,total; =;15,7000002339482;pct VV;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;1;Blandingsprøve;1;0;2;Ej oplyst;;36;Tørstof,total; =;3,06;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;6;Blandingsprøve;1;30;43;Ej oplyst;;280;Calcium; =;130,000006174669;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;4;Blandingsprøve;1;10;20;Ej oplyst;;312;Jern; =;9,10000043222681;g/kg TS;9999999;;2
